Overall Food Insecurity Rate,# of Food Insecure Persons Overall,SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall,Rural-Urban Continuum Code (2013),Rural-Urban Continuum Code (2023),Census Region,Census Division,FNS Region,Overall Food Insecurity Rate MissingFlag,Child Food Insecurity Rate MissingFlag,CountyFIPS
0.116,780.0,1.65,0.57,0.43,0.148,230.0,0.62,0.38,3.59,20.91,495000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31021
0.089,750.0,1.65,0.546,0.454,0.095,190.0,0.54,0.46,3.52,20.5,466000.0,6.0,6.0,Midwest,West North Central,Mountain Plains,0,0,31023
0.081,2140.0,1.65,0.589,0.411,0.097,620.0,0.91,0.09,4.03,23.48,1524000.0,2.0,2.0,Midwest,West North Central,Mountain Plains,0,0,31025
0.074,620.0,1.65,0.483,0.517,0.078,170.0,0.54,0.47,3.57,20.82,392000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31027
0.083,310.0,1.65,0.766,0.234,0.112,100.0,0.87,0.13,3.43,19.99,188000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31029
0.099,540.0,1.65,0.835,0.165,0.124,160.0,1.0,0.0,3.43,19.99,327000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31031
0.12,1150.0,1.65,0.624,0.376,0.137,310.0,0.74,0.26,3.29,19.15,668000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31033
0.091,560.0,1.65,0.611,0.389,0.111,170.0,0.72,0.28,3.34,19.48,331000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31035
0.073,770.0,1.65,0.701,0.299,0.082,270.0,0.8,0.2,3.52,20.5,479000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31037
0.08,720.0,1.65,0.6,0.4,0.088,200.0,0.76,0.24,3.42,19.93,435000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31039
0.111,1180.0,1.65,0.654,0.346,0.149,380.0,0.8,0.2,3.29,19.17,686000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31041
0.098,2080.0,1.65,0.667,0.333,0.16,1000.0,0.75,0.25,3.15,18.38,1159000.0,3.0,3.0,Midwest,West North Central,Mountain Plains,0,0,31043
0.102,860.0,1.65,0.624,0.376,0.14,220.0,0.74,0.26,3.43,19.99,521000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31045
0.1,2390.0,1.65,0.628,0.372,0.138,910.0,0.74,0.26,3.29,19.17,1389000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31047
0.097,180.0,1.65,0.733,0.267,0.109,40.0,0.9,0.11,3.29,19.15,105000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31049
0.094,530.0,1.65,0.693,0.307,0.126,180.0,0.87,0.13,3.15,18.38,295000.0,3.0,3.0,Midwest,West North Central,Mountain Plains,0,0,31051
0.106,3960.0,1.65,0.621,0.379,0.129,1180.0,0.76,0.24,3.42,19.93,2394000.0,4.0,4.0,Midwest,West North Central,Mountain Plains,0,0,31053
0.097,56120.0,1.65,0.562,0.438,0.129,19260.0,0.69,0.31,3.94,22.94,39055000.0,2.0,2.0,Midwest,West North Central,Mountain Plains,0,0,31055
0.11,210.0,1.65,0.747,0.253,0.17,80.0,1.0,0.0,3.43,19.99,127000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31057
0.088,490.0,1.65,0.511,0.489,0.093,100.0,0.65,0.36,3.34,19.48,289000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31059
0.134,390.0,1.65,0.721,0.279,0.183,110.0,0.96,0.04,3.34,19.48,230000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31061
0.11,280.0,1.65,0.51,0.49,0.15,80.0,0.6,0.4,3.29,19.17,163000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31063
0.103,480.0,1.65,0.581,0.419,0.128,140.0,0.64,0.36,3.29,19.17,279000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31065
0.123,2670.0,1.65,0.609,0.391,0.144,710.0,0.7,0.3,3.36,19.55,1584000.0,6.0,6.0,Midwest,West North Central,Mountain Plains,0,0,31067
0.101,180.0,1.65,0.915,0.085,0.139,50.0,1.0,0.0,3.29,19.15,105000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31069
0.099,190.0,1.65,0.556,0.444,0.135,60.0,0.6,0.41,3.44,20.02,115000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31071
0.074,130.0,1.65,0.654,0.346,0.103,30.0,0.76,0.24,3.29,19.17,76000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31073
0.112,80.0,1.65,0.645,0.355,0.124,20.0,0.86,0.14,3.43,19.99,49000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31075
0.108,240.0,1.65,0.639,0.361,0.133,70.0,0.74,0.26,3.44,20.02,146000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31077
0.105,6590.0,1.65,0.635,0.365,0.147,2550.0,0.78,0.22,3.44,20.02,4001000.0,3.0,3.0,Midwest,West North Central,Mountain Plains,0,0,31079
0.067,630.0,1.65,0.405,0.595,0.074,170.0,0.63,0.38,3.44,20.02,382000.0,3.0,3.0,Midwest,West North Central,Mountain Plains,0,0,31081
0.092,300.0,1.65,0.512,0.488,0.099,80.0,0.47,0.53,3.81,22.17,202000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31083
0.111,100.0,1.65,0.677,0.323,0.105,20.0,1.0,0.0,3.43,19.99,61000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31085
0.117,310.0,1.65,0.709,0.291,0.157,100.0,0.89,0.11,3.43,19.99,188000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31087
0.096,980.0,1.65,0.733,0.267,0.11,280.0,0.98,0.02,3.54,20.63,613000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31089
0.105,80.0,1.65,0.526,0.474,0.118,20.0,1.0,0.0,3.43,19.99,49000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31091
0.088,570.0,1.65,0.603,0.397,0.093,150.0,0.68,0.32,3.44,20.02,346000.0,3.0,3.0,Midwest,West North Central,Mountain Plains,0,0,31093
0.12,860.0,1.65,0.62,0.38,0.127,200.0,0.64,0.36,3.36,19.55,510000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31095
0.096,510.0,1.65,0.425,0.575,0.138,140.0,0.45,0.55,3.36,19.55,302000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31097
0.087,580.0,1.65,0.632,0.368,0.11,190.0,0.85,0.15,3.81,22.17,390000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31099
0.111,920.0,1.65,0.629,0.371,0.13,230.0,0.92,0.08,3.43,19.99,558000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31101
0.075,70.0,1.65,1.0,0.0,0.107,20.0,1.0,0.0,3.57,20.82,44000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31103
0.113,410.0,1.65,0.761,0.239,0.154,110.0,0.92,0.09,3.43,19.99,249000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31105
0.105,880.0,1.65,0.644,0.356,0.126,260.0,0.83,0.17,3.57,20.82,556000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31107
0.101,32320.0,1.65,0.588,0.412,0.118,8610.0,0.73,0.27,3.88,22.6,22159000.0,2.0,2.0,Midwest,West North Central,Mountain Plains,0,0,31109
0.11,3830.0,1.65,0.628,0.372,0.136,1130.0,0.76,0.24,3.43,19.99,2322000.0,5.0,5.0,Midwest,West North Central,Mountain Plains,0,0,31111
0.086,70.0,1.65,0.735,0.265,0.087,20.0,1.0,0.0,3.43,19.99,42000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31113
0.097,60.0,1.65,0.721,0.279,0.121,20.0,0.57,0.43,3.29,19.17,35000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31115
0.085,40.0,1.65,0.733,0.267,0.151,10.0,1.0,0.0,3.43,19.99,24000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31117
0.1,3570.0,1.65,0.602,0.398,0.119,1090.0,0.8,0.2,3.54,20.63,2234000.0,5.0,5.0,Midwest,West North Central,Mountain Plains,0,0,31119
0.108,830.0,1.65,0.573,0.427,0.124,210.0,0.56,0.44,3.44,20.02,504000.0,3.0,3.0,Midwest,West North Central,Mountain Plains,0,0,31121
0.089,410.0,1.65,0.619,0.381,0.106,120.0,0.72,0.28,3.43,19.99,249000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31123
0.109,370.0,1.65,0.647,0.353,0.129,100.0,0.65,0.35,3.52,20.5,230000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31125
0.112,790.0,1.65,0.656,0.344,0.124,190.0,0.88,0.12,4.03,23.48,563000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31127
0.08,330.0,1.65,0.745,0.255,0.11,90.0,1.0,0.0,3.34,19.48,195000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31129
0.107,1700.0,1.65,0.537,0.463,0.141,550.0,0.63,0.37,4.03,23.48,1211000.0,6.0,6.0,Midwest,West North Central,Mountain Plains,0,0,31131
0.119,300.0,1.65,0.747,0.253,0.156,90.0,1.0,0.0,3.36,19.55,178000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31133
0.088,250.0,1.65,0.547,0.453,0.099,70.0,0.62,0.38,3.43,19.99,152000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31135
0.1,900.0,1.65,0.538,0.462,0.115,250.0,0.63,0.37,3.81,22.17,605000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31137
0.091,660.0,1.65,0.573,0.427,0.105,200.0,0.74,0.26,3.54,20.63,413000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31139
0.082,2810.0,1.65,0.619,0.381,0.101,910.0,0.76,0.24,3.52,20.5,1747000.0,5.0,5.0,Midwest,West North Central,Mountain Plains,0,0,31141
0.077,400.0,1.65,0.502,0.498,0.103,120.0,0.69,0.32,3.52,20.5,249000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31143
0.106,1140.0,1.65,0.57,0.43,0.139,360.0,0.72,0.29,3.29,19.17,663000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31145
0.108,850.0,1.65,0.723,0.277,0.152,250.0,0.72,0.28,3.41,19.85,512000.0,7.0,7.0,Midwest,West North Central,Mountain Plains,0,0,31147
0.088,120.0,1.65,0.715,0.285,0.125,40.0,1.0,0.0,3.57,20.82,76000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31149
0.095,1360.0,1.65,0.695,0.305,0.119,440.0,0.87,0.13,3.88,22.6,932000.0,6.0,6.0,Midwest,West North Central,Mountain Plains,0,0,31151
0.077,14470.0,1.65,0.419,0.581,0.087,4510.0,0.56,0.45,3.72,21.7,9523000.0,2.0,2.0,Midwest,West North Central,Mountain Plains,0,0,31153
0.084,1840.0,1.65,0.46,0.54,0.094,520.0,0.66,0.34,3.82,22.23,1240000.0,2.0,2.0,Midwest,West North Central,Mountain Plains,0,0,31155
0.109,3940.0,1.65,0.617,0.383,0.133,1210.0,0.67,0.33,3.43,19.99,2389000.0,5.0,5.0,Midwest,West North Central,Mountain Plains,0,0,31157
0.086,1510.0,1.65,0.519,0.481,0.101,420.0,0.74,0.26,3.88,22.6,1035000.0,2.0,2.0,Midwest,West North Central,Mountain Plains,0,0,31159
0.121,620.0,1.65,0.73,0.27,0.17,200.0,0.85,0.15,3.43,19.99,376000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31161
0.105,310.0,1.65,0.593,0.407,0.121,80.0,0.75,0.25,3.81,22.17,208000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31163
0.1,110.0,1.65,0.955,0.045,0.163,40.0,1.0,0.0,3.43,19.99,67000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31165
0.082,480.0,1.65,0.518,0.482,0.094,140.0,0.65,0.35,3.54,20.63,300000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31167
0.092,470.0,1.65,0.741,0.259,0.114,140.0,0.96,0.04,3.36,19.55,279000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31169
0.11,60.0,1.65,0.497,0.503,0.132,10.0,0.48,0.52,3.43,19.99,36000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31171
0.149,1010.0,1.65,0.758,0.242,0.173,430.0,0.92,0.08,3.15,18.38,563000.0,8.0,8.0,Midwest,West North Central,Mountain Plains,0,0,31173
0.099,400.0,1.65,0.648,0.352,0.11,100.0,0.91,0.09,3.44,20.02,243000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31175
0.086,1780.0,1.65,0.431,0.569,0.098,490.0,0.52,0.48,3.59,20.91,1129000.0,2.0,2.0,Midwest,West North Central,Mountain Plains,0,0,31177
0.094,900.0,1.65,0.551,0.449,0.085,160.0,0.57,0.43,3.54,20.63,563000.0,6.0,6.0,Midwest,West North Central,Mountain Plains,0,0,31179
0.09,310.0,1.65,0.736,0.264,0.111,90.0,1.0,0.0,3.34,19.48,183000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31181
0.112,80.0,1.65,0.8,0.2,0.171,20.0,1.0,0.0,3.54,20.63,50000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,31183
0.09,1280.0,1.65,0.509,0.491,0.111,370.0,0.68,0.32,3.44,20.02,777000.0,6.0,6.0,Midwest,West North Central,Mountain Plains,0,0,31185
0.1,2500.0,2.0,0.629,0.371,0.112,630.0,0.54,0.46,3.64,21.23,1610000.0,6.0,6.0,West,Mountain,Western,0,0,32001
0.12,266890.0,2.0,0.666,0.334,0.178,92030.0,0.65,0.36,3.67,21.39,173139000.0,1.0,1.0,West,Mountain,Western,0,0,32003
0.087,4270.0,2.0,0.579,0.421,0.11,880.0,0.59,0.41,3.98,23.16,2999000.0,4.0,4.0,West,Mountain,Western,0,0,32005
0.091,4870.0,2.0,0.605,0.395,0.1,1440.0,0.68,0.32,3.74,21.79,3219000.0,5.0,5.0,West,Mountain,Western,0,0,32007
0.139,140.0,2.0,0.907,0.093,0.134,10.0,1.0,0.0,3.48,20.3,86000.0,9.0,9.0,West,Mountain,Western,0,0,32009
0.12,190.0,2.0,0.661,0.339,0.139,70.0,0.81,0.19,3.74,21.79,126000.0,9.0,9.0,West,Mountain,Western,0,0,32011
0.097,1680.0,2.0,0.688,0.312,0.104,480.0,0.71,0.3,3.74,21.79,1111000.0,7.0,7.0,West,Mountain,Western,0,0,32013
0.089,510.0,2.0,0.672,0.328,0.1,150.0,1.0,0.0,3.74,21.79,337000.0,7.0,7.0,West,Mountain,Western,0,0,32015
0.088,410.0,2.0,0.818,0.182,0.105,100.0,0.88,0.12,3.54,20.64,257000.0,8.0,8.0,West,Mountain,Western,0,0,32017
0.1,5800.0,2.0,0.688,0.312,0.124,1520.0,0.62,0.38,3.68,21.46,3775000.0,4.0,4.0,West,Mountain,Western,0,0,32019
0.122,550.0,2.0,0.859,0.141,0.183,160.0,0.85,0.15,3.64,21.23,354000.0,7.0,7.0,West,Mountain,Western,0,0,32021
0.139,6990.0,2.0,0.767,0.233,0.188,1590.0,0.7,0.3,3.48,20.3,4304000.0,4.0,4.0,West,Mountain,Western,0,0,32023
0.082,550.0,2.0,0.509,0.491,0.096,110.0,0.7,0.3,3.64,21.23,354000.0,9.0,9.0,West,Mountain,Western,0,0,32027
0.106,430.0,2.0,0.54,0.46,0.153,100.0,0.5,0.5,4.12,24.02,313000.0,2.0,2.0,West,Mountain,Western,0,0,32029
0.097,46490.0,2.0,0.65,0.35,0.11,11370.0,0.68,0.32,4.12,24.02,33873000.0,2.0,2.0,West,Mountain,Western,0,0,32031
0.091,840.0,2.0,0.506,0.494,0.101,170.0,0.51,0.49,3.74,21.79,555000.0,7.0,7.0,West,Mountain,Western,0,0,32033
0.106,6170.0,2.0,0.696,0.304,0.14,1660.0,0.82,0.18,3.79,22.09,4135000.0,3.0,3.0,West,Mountain,Western,0,0,32510
0.077,4870.0,1.85,0.572,0.428,0.111,1290.0,0.65,0.35,4.02,23.42,3460000.0,4.0,4.0,Northeast,New England,Northeast,0,0,33001
0.076,3770.0,1.85,0.648,0.352,0.114,890.0,0.75,0.25,4.19,24.4,2791000.0,6.0,6.0,Northeast,New England,Northeast,0,0,33003
0.082,6280.0,1.85,0.572,0.428,0.105,1450.0,0.67,0.33,3.88,22.58,4301000.0,4.0,4.0,Northeast,New England,Northeast,0,0,33005
0.102,3200.0,1.85,0.738,0.262,0.149,750.0,0.81,0.19,3.86,22.48,2182000.0,7.0,7.0,Northeast,New England,Northeast,0,0,33007
0.078,7120.0,1.85,0.604,0.396,0.105,1540.0,0.75,0.25,4.06,23.67,5111000.0,5.0,5.0,Northeast,New England,Northeast,0,0,33009
0.069,28930.0,1.85,0.498,0.502,0.091,7840.0,0.62,0.38,4.07,23.72,20815000.0,2.0,2.0,Northeast,New England,Northeast,0,0,33011
0.068,10410.0,1.85,0.519,0.481,0.087,2540.0,0.54,0.46,4.03,23.49,7418000.0,4.0,4.0,Northeast,New England,Northeast,0,0,33013
0.054,16950.0,1.85,0.425,0.575,0.062,3740.0,0.55,0.45,4.05,23.59,12127000.0,1.0,1.0,Northeast,New England,Northeast,0,0,33015
0.076,9940.0,1.85,0.544,0.456,0.086,2060.0,0.62,0.38,3.89,22.69,6840000.0,1.0,1.0,Northeast,New England,Northeast,0,0,33017
0.09,3880.0,1.85,0.648,0.352,0.113,910.0,0.71,0.29,3.67,21.36,2513000.0,7.0,7.0,Northeast,New England,Northeast,0,0,33019
0.112,30810.0,1.85,0.734,0.266,0.151,8800.0,0.8,0.2,3.87,22.57,21092000.0,2.0,2.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34001
0.067,64240.0,1.85,0.533,0.467,0.036,7370.0,1.0,0.0,4.29,24.97,48649000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34003
0.056,25920.0,1.85,0.591,0.409,0.067,6410.0,0.81,0.2,3.97,23.14,18194000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34005
0.091,47500.0,1.85,0.701,0.299,0.123,14720.0,0.77,0.23,4.09,23.83,34329000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34007
0.099,9450.0,1.85,0.681,0.319,0.111,1870.0,0.82,0.18,4.33,25.23,7232000.0,3.0,3.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34009
0.104,16080.0,1.85,0.845,0.155,0.16,6020.0,0.89,0.11,3.6,20.95,10220000.0,3.0,3.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34011
0.099,84450.0,1.85,0.679,0.321,0.17,34710.0,0.73,0.27,4.4,25.63,65657000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34013
0.066,19880.0,1.85,0.608,0.392,0.059,3900.0,0.91,0.09,3.79,22.06,13304000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34015
0.11,78150.0,1.85,0.695,0.305,0.13,19000.0,0.85,0.15,3.79,22.07,52317000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34017
0.072,27740.0,1.85,0.69,0.31,0.089,7360.0,0.91,0.09,4.11,23.94,20146000.0,2.0,2.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34021
0.07,60310.0,1.85,0.597,0.403,0.065,12210.0,0.89,0.11,3.85,22.41,41002000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34023
0.064,41230.0,1.85,0.539,0.461,0.034,4590.0,1.0,0.0,4.29,24.98,31246000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34025
0.057,28760.0,1.85,0.471,0.529,0.013,1380.0,1.0,0.0,4.32,25.18,21966000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34027
0.083,52300.0,1.85,0.779,0.221,0.084,13010.0,1.0,0.0,3.98,23.17,36755000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34029
0.104,54310.0,1.85,0.746,0.254,0.132,16470.0,0.87,0.13,4.07,23.7,39036000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34031
0.1,6480.0,1.85,0.745,0.255,0.143,2010.0,0.84,0.16,4.18,24.37,4790000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34033
0.049,16750.0,1.85,0.549,0.451,0.02,1530.0,1.0,0.0,4.22,24.59,12496000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34035
0.061,8870.0,1.85,0.518,0.482,0.035,990.0,1.0,0.0,3.99,23.23,6251000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34037
0.067,38470.0,1.85,0.714,0.286,0.089,12090.0,0.87,0.13,4.15,24.18,28215000.0,1.0,1.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34039
0.076,8350.0,1.85,0.609,0.391,0.058,1240.0,0.87,0.13,3.93,22.87,5792000.0,2.0,2.0,Northeast,Middle Atlantic,Mid-Atlantic,0,0,34041
0.119,80330.0,1.65,0.647,0.353,0.167,24430.0,0.62,0.38,3.64,21.2,51669000.0,2.0,2.0,West,Mountain,Southwest,0,0,35001
0.182,650.0,1.65,1.0,0.0,0.259,120.0,0.94,0.06,3.64,21.22,418000.0,9.0,9.0,West,Mountain,Southwest,0,0,35003
0.14,9120.0,1.65,0.784,0.216,0.206,3510.0,0.75,0.25,3.44,20.02,5539000.0,5.0,5.0,West,Mountain,Southwest,0,0,35005
0.183,4990.0,1.65,0.776,0.224,0.258,1650.0,0.82,0.18,3.33,19.38,2933000.0,6.0,6.0,West,Mountain,Southwest,0,0,35006
0.149,1850.0,1.65,0.829,0.171,0.242,550.0,0.71,0.29,4.12,24.01,1347000.0,7.0,7.0,West,Mountain,Southwest,0,0,35007
0.132,6440.0,1.65,0.725,0.275,0.195,2530.0,0.73,0.27,3.57,20.82,4067000.0,5.0,5.0,West,Mountain,Southwest,0,0,35009
0.117,220.0,1.65,0.816,0.184,0.124,90.0,0.93,0.07,3.57,20.82,139000.0,9.0,9.0,West,Mountain,Southwest,0,0,35011
0.138,30020.0,1.65,0.76,0.24,0.199,10620.0,0.73,0.28,3.53,20.55,18713000.0,3.0,3.0,West,Mountain,Southwest,0,0,35013
0.115,7020.0,1.65,0.619,0.381,0.163,2660.0,0.57,0.43,3.54,20.63,4393000.0,5.0,5.0,West,Mountain,Southwest,0,0,35015
0.155,4360.0,1.65,0.795,0.205,0.242,1340.0,0.72,0.28,3.64,21.22,2806000.0,7.0,7.0,West,Mountain,Southwest,0,0,35017
0.125,560.0,1.65,0.652,0.348,0.179,150.0,0.78,0.22,3.5,20.39,346000.0,7.0,7.0,West,Mountain,Southwest,0,0,35019
0.129,70.0,1.65,0.889,0.111,0.208,10.0,1.0,0.0,3.5,20.39,43000.0,9.0,9.0,West,Mountain,Southwest,0,0,35021
0.135,570.0,1.65,0.779,0.221,0.209,190.0,0.7,0.3,3.64,21.22,367000.0,9.0,9.0,West,Mountain,Southwest,0,0,35023
0.124,9010.0,1.65,0.663,0.337,0.177,3920.0,0.61,0.39,3.52,20.5,5602000.0,5.0,5.0,West,Mountain,Southwest,0,0,35025
0.125,2500.0,1.65,0.809,0.191,0.194,680.0,0.8,0.2,3.74,21.79,1653000.0,7.0,7.0,West,Mountain,Southwest,0,0,35027
0.056,1080.0,1.65,0.349,0.651,0.052,220.0,0.45,0.55,4.11,23.93,784000.0,6.0,6.0,West,Mountain,Southwest,0,0,35028
0.206,5200.0,1.65,0.897,0.103,0.298,2040.0,0.85,0.15,3.28,19.12,3016000.0,6.0,6.0,West,Mountain,Southwest,0,0,35029
0.209,15230.0,1.65,0.835,0.165,0.27,5660.0,0.89,0.11,3.59,20.9,9656000.0,5.0,5.0,West,Mountain,Southwest,0,0,35031
0.149,630.0,1.65,0.968,0.032,0.245,120.0,0.91,0.09,3.5,20.39,390000.0,9.0,9.0,West,Mountain,Southwest,0,0,35033
0.149,10000.0,1.65,0.703,0.297,0.206,3210.0,0.76,0.25,3.6,20.97,6360000.0,4.0,4.0,West,Mountain,Southwest,0,0,35035
0.171,1480.0,1.65,0.84,0.16,0.297,590.0,0.75,0.25,3.57,20.82,935000.0,7.0,7.0,West,Mountain,Southwest,0,0,35037
0.133,5360.0,1.65,0.707,0.293,0.187,1750.0,0.7,0.3,3.37,19.65,3194000.0,4.0,4.0,West,Mountain,Southwest,0,0,35039
0.153,2940.0,1.65,0.678,0.322,0.229,1080.0,0.62,0.39,3.57,20.82,1857000.0,7.0,7.0,West,Mountain,Southwest,0,0,35041
0.093,13740.0,1.65,0.565,0.435,0.134,4570.0,0.55,0.45,3.64,21.2,8836000.0,2.0,2.0,West,Mountain,Southwest,0,0,35043
0.16,19690.0,1.65,0.79,0.21,0.217,7050.0,0.87,0.13,3.54,20.63,12324000.0,3.0,3.0,West,Mountain,Southwest,0,0,35045
0.16,4390.0,1.65,0.758,0.242,0.245,1220.0,0.7,0.3,3.5,20.39,2715000.0,6.0,6.0,West,Mountain,Southwest,0,0,35047
0.1,15420.0,1.65,0.651,0.349,0.156,4260.0,0.66,0.34,4.11,23.93,11194000.0,3.0,3.0,West,Mountain,Southwest,0,0,35049
0.188,2170.0,1.65,0.758,0.242,0.287,530.0,0.64,0.36,3.64,21.22,1396000.0,6.0,6.0,West,Mountain,Southwest,0,0,35051
0.186,3090.0,1.65,0.745,0.255,0.244,920.0,0.69,0.31,3.41,19.85,1860000.0,6.0,6.0,West,Mountain,Southwest,0,0,35053
0.125,4280.0,1.65,0.774,0.226,0.185,1110.0,0.74,0.26,4.12,24.01,3117000.0,7.0,7.0,West,Mountain,Southwest,0,0,35055
0.153,2310.0,1.65,0.79,0.21,0.209,670.0,0.74,0.26,3.64,21.2,1486000.0,2.0,2.0,West,Mountain,Southwest,0,0,35057
0.128,530.0,1.65,0.73,0.27,0.201,170.0,0.64,0.36,3.12,18.19,293000.0,9.0,9.0,West,Mountain,Southwest,0,0,35059
0.123,9380.0,1.65,0.746,0.254,0.185,3300.0,0.69,0.31,3.41,19.85,5647000.0,2.0,2.0,West,Mountain,Southwest,0,0,35061
0.088,27680.0,2.0,0.651,0.349,0.109,6320.0,0.8,0.2,4.03,23.49,19721000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36001
0.11,5140.0,2.0,0.82,0.18,0.136,1290.0,1.0,0.0,3.75,21.85,3407000.0,7.0,7.0,Northeast,Middle Atlantic,Northeast,0,0,36003
0.185,271700.0,2.0,0.805,0.195,0.305,111740.0,0.79,0.21,4.03,23.45,193235000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36005
0.121,23970.0,2.0,0.815,0.185,0.151,5870.0,0.9,0.1,3.89,22.67,16481000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36007
